sample_id	source_motion	motion_id	motion_split	source_csv	source_csv_sha256	fixture_npz	fixture_npz_sha256	start_timestep	end_timestep	center_timestep	state_frame	latent	augmentation	accept_reject	window_length	history	horizon
run2_subject1_frames_1_180_state_fixture_window_0014	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	140	160	144	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0015	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	150	170	154	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0016	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	160	180	164	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0017	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	170	190	174	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0018	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	180	200	184	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0019	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	190	210	194	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0020	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	200	220	204	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0021	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	210	230	214	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0022	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	220	240	224	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0023	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	230	250	234	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0024	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	240	260	244	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0025	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	250	270	254	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0026	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	260	280	264	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
run2_subject1_frames_1_180_state_fixture_window_0027	run2_subject1_frames_1_180_state_fixture	1	validation	download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject1.csv	ae64767c4b4e8f59578c22c5848cefc569923fea8bd3755c8dfb02b5313773da	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/run2_subject1_frames_1_180_state_fixture.npz	e3d59b8c556bca72b0c8aebce4c143ed3e6196e02cba27b3a6c08796c795b07c	270	290	274	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0000	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	0	20	4	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0001	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	10	30	14	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0002	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	20	40	24	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0003	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	30	50	34	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0004	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	40	60	44	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0005	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	50	70	54	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0006	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	60	80	64	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0007	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	70	90	74	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0008	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	80	100	84	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0009	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	90	110	94	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0010	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	100	120	104	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0011	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	110	130	114	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0012	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	120	140	124	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0013	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	130	150	134	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0014	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	140	160	144	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0015	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	150	170	154	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0016	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	160	180	164	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0017	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	170	190	174	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0018	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	180	200	184	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0019	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	190	210	194	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0020	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	200	220	204	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0021	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	210	230	214	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0022	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	220	240	224	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0023	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	230	250	234	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0024	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	240	260	244	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0025	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	250	270	254	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0026	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	260	280	264	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
jumps1_subject1_frames_1_180_state_fixture_window_0027	jumps1_subject1_frames_1_180_state_fixture	2	test	download/official/LAFAN1_Retargeting_Dataset/g1/jumps1_subject1.csv	3f55c1a0f87564044a71817d62dc2a40aa76332aa1cab3f1c817333a197c78c2	/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_fixtures/jumps1_subject1_frames_1_180_state_fixture.npz	d5b5d070818b2b2e8b50d8846370c1b335a17f73ba786c1da70be611d23de9e5	270	290	274	candidate_hybrid_character_yaw_centric	missing_no_teacher_or_vae_latent	none_original_fixture	accepted_debug_fixture_no_live_stability_check	21	4	16
